"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"OK",0,88.0316636069011,0.275983569090004,"SELE",0
"OK",0,40.3960867094868,0.126823773443758,"PRDX6",0
"OK",0,54.9263552793887,0.172435840279736,"IER5",0
"OK",0,40.998565616516,0.128708043168878,"GLUL",0
"OK",0,52.7821791484157,0.165726220794992,"RGS16",0
"OK",0,132.389282814746,0.415091964724081,"RGS1",0
"OK",0,59.4526379225334,0.186690129845225,"RGS2",0
"OK",0,109.59007554301,0.343182702209614,"PTPRC",0
"OK",0,107.940461614044,0.33905090579364,"CSRP1",0
"OK",0,74.8358223778204,0.235013045096971,"LMOD1",0
"OK",0,45.4502340802044,0.142659636408758,"PPP1R12B",0
"OK",0,53.3229258457351,0.167433957106552,"BTG2",0
"OK",0,44.8891845991824,0.140894831598218,"PRELP",0
"OK",0,39.2176155994535,0.123029092651194,"ATP2B4",0
"OK",0,128.895120230058,0.3725464594191,"RHEX",0
"OK",0,48.9647410061309,0.153664160543629,"CD55",0
"OK",0,98.3619962460294,0.308955519027928,"ATF3",0
"OK",0,43.2802354806599,0.135833641565085,"ENAH",0
"OK",0,39.4582343945226,0.123862243871121,"SRP9",0
"OK",0,68.2578005790706,0.214185455020862,"LEFTY2",0
"OK",0,110.15517433414,0.342692558709514,"NLRP3",0
"OK",0,79.8017629202307,0.250641033837662,"ID2",0
"OK",0,41.9393420604486,0.13167125799221,"YWHAQ",0
"OK",0,52.2740704072537,0.16406294228959,"HPCAL1",0
"OK",0,50.6237445904358,0.15894282491373,"ODC1",0
"OK",0,51.7791840861773,0.162593406615587,"LAPTM4A",0
"OK",0,55.4649371080339,0.174173057775534,"RHOB",0
"OK",0,50.5967322680234,0.158759470748836,"EMILIN1",0
"OK",0,76.6727007163748,0.240786369625542,"PPP1CB",0
"OK",0,61.7034497787369,0.193744576159307,"LBH",0
"OK",0,39.9777975890722,0.125445487455668,"LTBP1",0
"OK",0,75.1871604727808,0.236046019855723,"CRIM1",0
"OK",0,55.2672535833403,0.173488654692921,"CDC42EP3",0
"OK",0,40.7829943487201,0.127932339523933,"CYP1B1",0
"OK",0,45.2095380762715,0.141950557147385,"SRSF7",0
"OK",0,76.9242034253225,0.241597031688539,"ZFP36L2",0
"OK",0,48.9259156518194,0.153582004051856,"EPAS1",0
"OK",0,50.6206256796462,0.158954003850014,"CALM2",0
"OK",0,38.8714685615582,0.122031579125599,"RTN4",0
"OK",0,53.2273751961373,0.166983671663323,"EFEMP1",0
"OK",0,42.9663823284992,0.134776146135239,"REL",0
"OK",0,46.57824994299,0.146179036033787,"AC009501.1",0
"OK",0,137.530761687651,0.428569412176545,"PLEK",0
"OK",0,124.335974968485,0.390560369064281,"ACTG2",0
"OK",0,57.929993044832,0.181876110148362,"MTHFD2",0
"OK",0,76.6895870819203,0.240852632922535,"TMSB10",0
"OK",0,48.6642935557179,0.152766183647256,"MAT2A",0
"OK",0,133.885618963336,0.419189426606996,"GNLY",0
"OK",0,58.9299804932373,0.185010017061733,"DUSP2",0
"OK",0,46.7827971379385,0.146843834683704,"FHL2",0
"OK",0,53.7253071699942,0.168657911657329,"C2orf40",0
"OK",0,140.722091079124,0.441076587053731,"IL1B",0
"OK",0,158.579829659792,0.497696315683187,"CXCR4",0
"OK",0,48.5820325762993,0.152517538479231,"RND3",0
"OK",0,41.7544100731447,0.130853761410806,"RPRM",0
"OK",0,50.6365348276365,0.158955336474438,"NR4A2",0
"OK",0,41.520957177919,0.129602923306179,"CYTIP",0
"OK",0,41.0188076761243,0.128503921222281,"FAP",0
"OK",0,54.6271153354219,0.170349123408443,"SCN7A",0
"OK",0,40.6107690051204,0.127423295152562,"CYBRD1",0
"OK",0,41.3204240819061,0.129682690912498,"DYNC1I2",0
"OK",0,92.8781857531348,0.291677297371768,"FRZB",0
"OK",0,54.3508517294724,0.170597121219671,"COL3A1",0
"OK",0,44.1334611126581,0.137409714530265,"STAT4",0
"OK",0,87.2164194382351,0.273836432415057,"CAVIN2",0
